GO.ID,Term,Annotated,Significant,Expected,classic
GO:0048519,negative regulation of biological proces...,1386,331,305.72,0.04663
GO:0006986,response to unfolded protein,37,13,8.16,0.04768
GO:0034620,cellular response to unfolded protein,37,13,8.16,0.04768
GO:0009769,"photosynthesis, light harvesting in phot...",10,5,2.21,0.04832
GO:0034052,positive regulation of plant-type hypers...,10,5,2.21,0.04832
GO:0051090,regulation of DNA-binding transcription ...,10,5,2.21,0.04832
GO:1902882,regulation of response to oxidative stre...,10,5,2.21,0.04832
GO:0050801,ion homeostasis,260,69,57.35,0.04840
GO:0007186,G protein-coupled receptor signaling pat...,23,9,5.07,0.04852
GO:0040011,locomotion,23,9,5.07,0.04852
GO:0005980,glycogen catabolic process,2,2,0.44,0.04864
GO:0006004,fucose metabolic process,2,2,0.44,0.04864
GO:0006175,dATP biosynthetic process,2,2,0.44,0.04864
GO:0006176,dATP biosynthetic process from ADP,2,2,0.44,0.04864
GO:0006971,hypotonic response,2,2,0.44,0.04864
GO:0006983,ER overload response,2,2,0.44,0.04864
GO:0007099,centriole replication,2,2,0.44,0.04864
GO:0007112,male meiosis cytokinesis,2,2,0.44,0.04864
GO:0009153,purine deoxyribonucleotide biosynthetic ...,2,2,0.44,0.04864
GO:0009216,purine deoxyribonucleoside triphosphate ...,2,2,0.44,0.04864
GO:0010365,positive regulation of ethylene biosynth...,2,2,0.44,0.04864
GO:0010372,positive regulation of gibberellin biosy...,2,2,0.44,0.04864
GO:0010466,negative regulation of peptidase activit...,2,2,0.44,0.04864
GO:0010501,RNA secondary structure unwinding,2,2,0.44,0.04864
GO:0017145,stem cell division,2,2,0.44,0.04864
GO:0019322,pentose biosynthetic process,2,2,0.44,0.04864
GO:0019567,arabinose biosynthetic process,2,2,0.44,0.04864
GO:0031337,positive regulation of sulfur amino acid...,2,2,0.44,0.04864
GO:0036257,multivesicular body organization,2,2,0.44,0.04864
GO:0036498,IRE1-mediated unfolded protein response,2,2,0.44,0.04864
GO:0042218,1-aminocyclopropane-1-carboxylate biosyn...,2,2,0.44,0.04864
GO:0042353,fucose biosynthetic process,2,2,0.44,0.04864
GO:0042946,glucoside transport,2,2,0.44,0.04864
GO:0046060,dATP metabolic process,2,2,0.44,0.04864
GO:0046937,phytochelatin metabolic process,2,2,0.44,0.04864
GO:0046938,phytochelatin biosynthetic process,2,2,0.44,0.04864
GO:0051298,centrosome duplication,2,2,0.44,0.04864
GO:0052547,regulation of peptidase activity,2,2,0.44,0.04864
GO:0055063,sulfate ion homeostasis,2,2,0.44,0.04864
GO:0055064,chloride ion homeostasis,2,2,0.44,0.04864
GO:0060211,regulation of nuclear-transcribed mRNA p...,2,2,0.44,0.04864
GO:0060860,regulation of floral organ abscission,2,2,0.44,0.04864
GO:0060862,negative regulation of floral organ absc...,2,2,0.44,0.04864
GO:0070059,intrinsic apoptotic signaling pathway in...,2,2,0.44,0.04864
GO:0071211,protein targeting to vacuole involved in...,2,2,0.44,0.04864
GO:0080136,priming of cellular response to stress,2,2,0.44,0.04864
GO:0080181,lateral root branching,2,2,0.44,0.04864
GO:0090155,negative regulation of sphingolipid bios...,2,2,0.44,0.04864
GO:0090156,cellular sphingolipid homeostasis,2,2,0.44,0.04864
GO:0090352,regulation of nitrate assimilation,2,2,0.44,0.04864
GO:0090359,negative regulation of abscisic acid bio...,2,2,0.44,0.04864
GO:0098534,centriole assembly,2,2,0.44,0.04864
GO:0106035,protein maturation by [4Fe-4S] cluster t...,2,2,0.44,0.04864
GO:1900060,negative regulation of ceramide biosynth...,2,2,0.44,0.04864
GO:1900151,regulation of nuclear-transcribed mRNA c...,2,2,0.44,0.04864
GO:1900910,positive regulation of olefin metabolic ...,2,2,0.44,0.04864
GO:1900913,positive regulation of olefin biosynthet...,2,2,0.44,0.04864
GO:1902418,(+)-abscisic acid D-glucopyranosyl ester...,2,2,0.44,0.04864
GO:1902883,negative regulation of response to oxida...,2,2,0.44,0.04864
GO:1902931,negative regulation of alcohol biosynthe...,2,2,0.44,0.04864
GO:1903314,regulation of nitrogen cycle metabolic p...,2,2,0.44,0.04864
GO:1903335,regulation of vacuolar transport,2,2,0.44,0.04864
GO:2000303,regulation of ceramide biosynthetic proc...,2,2,0.44,0.04864
GO:0043547,positive regulation of GTPase activity,30,11,6.62,0.04912
GO:0010648,negative regulation of cell communicatio...,98,29,21.62,0.04966
GO:0023057,negative regulation of signaling,98,29,21.62,0.04966
GO:0006635,fatty acid beta-oxidation,41,14,9.04,0.05135
GO:0010468,regulation of gene expression,1688,399,372.33,0.05195
GO:0045292,"mRNA cis splicing, via spliceosome",20,8,4.41,0.05426
GO:0055083,monovalent inorganic anion homeostasis,20,8,4.41,0.05426
GO:0072505,divalent inorganic anion homeostasis,20,8,4.41,0.05426
GO:2001057,reactive nitrogen species metabolic proc...,20,8,4.41,0.05426
GO:0009615,response to virus,87,26,19.19,0.05445
GO:0019395,fatty acid oxidation,45,15,9.93,0.05450
GO:0045595,regulation of cell differentiation,45,15,9.93,0.05450
GO:0048878,chemical homeostasis,354,91,78.08,0.05542
GO:0046351,disaccharide biosynthetic process,27,10,5.96,0.05558
GO:1902074,response to salt,27,10,5.96,0.05558
GO:0016192,vesicle-mediated transport,460,116,101.47,0.05601
GO:0009845,seed germination,135,38,29.78,0.05657
GO:0006820,anion transport,234,62,51.62,0.06029
GO:0016145,S-glycoside catabolic process,17,7,3.75,0.06045
GO:0019759,glycosinolate catabolic process,17,7,3.75,0.06045
GO:0019762,glucosinolate catabolic process,17,7,3.75,0.06045
GO:0032968,positive regulation of transcription elo...,17,7,3.75,0.06045
GO:0048767,root hair elongation,57,18,12.57,0.06155
GO:0055088,lipid homeostasis,42,14,9.26,0.06192
GO:0080090,regulation of primary metabolic process,1730,407,381.6,0.06274
GO:0032787,monocarboxylic acid metabolic process,578,143,127.49,0.06363
GO:0098771,inorganic ion homeostasis,227,60,50.07,0.06627
GO:0000054,ribosomal subunit export from nucleus,14,6,3.09,0.06685
GO:0006560,proline metabolic process,14,6,3.09,0.06685
GO:0006620,posttranslational protein targeting to e...,14,6,3.09,0.06685
GO:0009685,gibberellin metabolic process,14,6,3.09,0.06685
GO:0015865,purine nucleotide transport,14,6,3.09,0.06685
GO:0015868,purine ribonucleotide transport,14,6,3.09,0.06685
GO:0033750,ribosome localization,14,6,3.09,0.06685
GO:0045828,positive regulation of isoprenoid metabo...,14,6,3.09,0.06685
GO:0046519,sphingoid metabolic process,14,6,3.09,0.06685
GO:0051503,adenine nucleotide transport,14,6,3.09,0.06685
GO:0060284,regulation of cell development,14,6,3.09,0.06685
GO:0071428,rRNA-containing ribonucleoprotein comple...,14,6,3.09,0.06685
GO:1901703,protein localization involved in auxin p...,14,6,3.09,0.06685
GO:0034440,lipid oxidation,54,17,11.91,0.06971
GO:0000045,autophagosome assembly,28,10,6.18,0.06996
GO:0006787,porphyrin-containing compound catabolic ...,28,10,6.18,0.06996
GO:0033015,tetrapyrrole catabolic process,28,10,6.18,0.06996
GO:0006066,alcohol metabolic process,113,32,24.93,0.07005
GO:0009696,salicylic acid metabolic process,39,13,8.6,0.07047
GO:0047484,regulation of response to osmotic stress,39,13,8.6,0.07047
GO:0009583,detection of light stimulus,21,8,4.63,0.07126
GO:0034243,regulation of transcription elongation f...,21,8,4.63,0.07126
GO:0051239,regulation of multicellular organismal p...,615,151,135.65,0.07135
GO:0007032,endosome organization,11,5,2.43,0.07289
GO:0009772,photosynthetic electron transport in pho...,11,5,2.43,0.07289
GO:0009819,drought recovery,11,5,2.43,0.07289
GO:0015743,malate transport,11,5,2.43,0.07289
GO:0015866,ADP transport,11,5,2.43,0.07289
GO:0015867,ATP transport,11,5,2.43,0.07289
GO:0015908,fatty acid transport,11,5,2.43,0.07289
GO:0022898,regulation of transmembrane transporter ...,11,5,2.43,0.07289
GO:0030050,vesicle transport along actin filament,11,5,2.43,0.07289
GO:0032412,regulation of ion transmembrane transpor...,11,5,2.43,0.07289
GO:0070370,cellular heat acclimation,11,5,2.43,0.07289
GO:0099518,vesicle cytoskeletal trafficking,11,5,2.43,0.07289
GO:0035966,response to topologically incorrect prot...,62,19,13.68,0.07304
GO:0015748,organophosphate ester transport,43,14,9.48,0.07387
GO:0006968,cellular defense response,5,3,1.1,0.07491
GO:0015729,oxaloacetate transport,5,3,1.1,0.07491
GO:0015893,drug transport,5,3,1.1,0.07491
GO:0019673,GDP-mannose metabolic process,5,3,1.1,0.07491
GO:0030002,cellular anion homeostasis,5,3,1.1,0.07491
GO:0030320,cellular monovalent inorganic anion home...,5,3,1.1,0.07491
GO:0034087,establishment of mitotic sister chromati...,5,3,1.1,0.07491
GO:0034720,histone H3-K4 demethylation,5,3,1.1,0.07491
GO:0042493,response to drug,5,3,1.1,0.07491
GO:0044088,regulation of vacuole organization,5,3,1.1,0.07491
GO:0046208,spermine catabolic process,5,3,1.1,0.07491
GO:0046514,ceramide catabolic process,5,3,1.1,0.07491
GO:0070199,establishment of protein localization to...,5,3,1.1,0.07491
GO:0071169,establishment of protein localization to...,5,3,1.1,0.07491
GO:0080148,negative regulation of response to water...,5,3,1.1,0.07491
GO:0090153,regulation of sphingolipid biosynthetic ...,5,3,1.1,0.07491
GO:1900036,positive regulation of cellular response...,5,3,1.1,0.07491
GO:1901562,response to paraquat,5,3,1.1,0.07491
GO:1902065,response to L-glutamate,5,3,1.1,0.07491
GO:1905038,regulation of membrane lipid metabolic p...,5,3,1.1,0.07491
GO:2000071,regulation of defense response by callos...,5,3,1.1,0.07491
GO:0009312,oligosaccharide biosynthetic process,32,11,7.06,0.07568
GO:0018958,phenol-containing compound metabolic pro...,47,15,10.37,0.07669
GO:0006575,cellular modified amino acid metabolic p...,78,23,17.21,0.07680
GO:0006616,SRP-dependent cotranslational protein ta...,8,4,1.76,0.07707
GO:0009610,response to symbiotic fungus,8,4,1.76,0.07707
GO:0009864,"induced systemic resistance, jasmonic ac...",8,4,1.76,0.07707
GO:0019058,viral life cycle,8,4,1.76,0.07707
GO:0030149,sphingolipid catabolic process,8,4,1.76,0.07707
GO:0046466,membrane lipid catabolic process,8,4,1.76,0.07707
GO:0048579,negative regulation of long-day photoper...,8,4,1.76,0.07707
GO:0050691,regulation of defense response to virus ...,8,4,1.76,0.07707
GO:0051055,negative regulation of lipid biosyntheti...,8,4,1.76,0.07707
GO:0070413,trehalose metabolism in response to stre...,8,4,1.76,0.07707
GO:0072659,protein localization to plasma membrane,8,4,1.76,0.07707
GO:1990778,protein localization to cell periphery,8,4,1.76,0.07707
GO:2000037,regulation of stomatal complex patternin...,8,4,1.76,0.07707
GO:0051240,positive regulation of multicellular org...,98,28,21.62,0.07809
GO:0042592,homeostatic process,424,106,93.52,0.07874
GO:0022904,respiratory electron transport chain,51,16,11.25,0.07903
GO:0046149,pigment catabolic process,25,9,5.51,0.07977
GO:0010030,positive regulation of seed germination,18,7,3.97,0.08071
GO:0010337,regulation of salicylic acid metabolic p...,18,7,3.97,0.08071
GO:0046889,positive regulation of lipid biosyntheti...,18,7,3.97,0.08071
GO:0009850,auxin metabolic process,55,17,12.13,0.08095
GO:0016036,cellular response to phosphate starvatio...,55,17,12.13,0.08095
GO:1990542,mitochondrial transmembrane transport,59,18,13.01,0.08252
GO:0016236,macroautophagy,40,13,8.82,0.08414
GO:1903008,organelle disassembly,29,10,6.4,0.08648
GO:0070972,protein localization to endoplasmic reti...,44,14,9.71,0.08722
GO:0006521,regulation of cellular amino acid metabo...,22,8,4.85,0.09114
GO:0009692,ethylene metabolic process,22,8,4.85,0.09114
GO:0009693,ethylene biosynthetic process,22,8,4.85,0.09114
GO:0015996,chlorophyll catabolic process,22,8,4.85,0.09114
GO:0033238,regulation of cellular amine metabolic p...,22,8,4.85,0.09114
GO:0043449,cellular alkene metabolic process,22,8,4.85,0.09114
GO:0043450,alkene biosynthetic process,22,8,4.85,0.09114
GO:0045834,positive regulation of lipid metabolic p...,22,8,4.85,0.09114
GO:1900673,olefin metabolic process,22,8,4.85,0.09114
GO:1900674,olefin biosynthetic process,22,8,4.85,0.09114
GO:0010105,negative regulation of ethylene-activate...,15,6,3.31,0.09131
GO:0030048,actin filament-based movement,15,6,3.31,0.09131
GO:0035435,phosphate ion transmembrane transport,15,6,3.31,0.09131
GO:0070298,negative regulation of phosphorelay sign...,15,6,3.31,0.09131
GO:0099515,actin filament-based transport,15,6,3.31,0.09131
GO:0043087,regulation of GTPase activity,33,11,7.28,0.09180
GO:0045047,protein targeting to ER,33,11,7.28,0.09180
GO:0072599,establishment of protein localization to...,33,11,7.28,0.09180
GO:1901000,regulation of response to salt stress,33,11,7.28,0.09180
GO:0051241,negative regulation of multicellular org...,128,35,28.23,0.09205
GO:0019751,polyol metabolic process,56,17,12.35,0.09332
GO:2000026,regulation of multicellular organismal d...,561,137,123.74,0.09369
GO:0062197,cellular response to chemical stress,104,29,22.94,0.09577
GO:0015711,organic anion transport,145,39,31.98,0.09676
GO:0009682,induced systemic resistance,26,9,5.74,0.09908
GO:0022412,cellular process involved in reproductio...,26,9,5.74,0.09908
GO:0006906,vesicle fusion,41,13,9.04,0.09936
GO:0018130,heterocycle biosynthetic process,1797,418,396.38,0.10014
GO:0046364,monosaccharide biosynthetic process,45,14,9.93,0.10200
GO:0009901,anther dehiscence,12,5,2.65,0.10299
GO:0015740,C4-dicarboxylate transport,12,5,2.65,0.10299
GO:0019674,NAD metabolic process,12,5,2.65,0.10299
GO:0032409,regulation of transporter activity,12,5,2.65,0.10299
GO:1901001,negative regulation of response to salt ...,12,5,2.65,0.10299
GO:0006811,ion transport,464,114,102.35,0.10322
GO:1901136,carbohydrate derivative catabolic proces...,49,15,10.81,0.10405
GO:0009612,response to mechanical stimulus,19,7,4.19,0.10440
GO:0071941,nitrogen cycle metabolic process,19,7,4.19,0.10440
GO:0044273,sulfur compound catabolic process,30,10,6.62,0.10516
GO:0005982,starch metabolic process,61,18,13.46,0.10769
GO:0016197,endosomal transport,65,19,14.34,0.10827
GO:2000024,regulation of leaf development,77,22,16.98,0.10876
GO:0090333,regulation of stomatal closure,34,11,7.5,0.10983
GO:2000070,regulation of response to water deprivat...,34,11,7.5,0.10983
GO:0034250,positive regulation of cellular amide me...,23,8,5.07,0.11388
GO:0043200,response to amino acid,23,8,5.07,0.11388
GO:0098739,import across plasma membrane,23,8,5.07,0.11388
GO:0008215,spermine metabolic process,9,4,1.99,0.11519
GO:0010359,regulation of anion channel activity,9,4,1.99,0.11519
GO:0031099,regeneration,9,4,1.99,0.11519
GO:0043649,dicarboxylic acid catabolic process,9,4,1.99,0.11519
GO:0046620,regulation of organ growth,9,4,1.99,0.11519
GO:2000038,regulation of stomatal complex developme...,9,4,1.99,0.11519
GO:1901362,organic cyclic compound biosynthetic pro...,1919,444,423.29,0.11654
GO:0052482,defense response by cell wall thickening,16,6,3.53,0.11992
GO:0006119,oxidative phosphorylation,54,16,11.91,0.12076
GO:0009581,detection of external stimulus,27,9,5.96,0.12083
GO:0009582,detection of abiotic stimulus,27,9,5.96,0.12083
GO:0009687,abscisic acid metabolic process,27,9,5.96,0.12083
GO:0043288,apocarotenoid metabolic process,27,9,5.96,0.12083
GO:1902644,tertiary alcohol metabolic process,27,9,5.96,0.12083
GO:0009749,response to glucose,58,17,12.79,0.12146
GO:1901606,alpha-amino acid catabolic process,74,21,16.32,0.12170
GO:0009624,response to nematode,62,18,13.68,0.12186
GO:0007623,circadian rhythm,144,38,31.76,0.12435
GO:0048511,rhythmic process,144,38,31.76,0.12435
GO:0009308,amine metabolic process,115,31,25.37,0.12438
GO:0000390,spliceosomal complex disassembly,3,2,0.66,0.12448
GO:0006554,lysine catabolic process,3,2,0.66,0.12448
GO:0006562,proline catabolic process,3,2,0.66,0.12448
GO:0006984,ER-nucleus signaling pathway,3,2,0.66,0.12448
GO:0009120,deoxyribonucleoside metabolic process,3,2,0.66,0.12448
GO:0009823,cytokinin catabolic process,3,2,0.66,0.12448
GO:0010133,proline catabolic process to glutamate,3,2,0.66,0.12448
GO:0010199,organ boundary specification between lat...,3,2,0.66,0.12448
GO:0010729,positive regulation of hydrogen peroxide...,3,2,0.66,0.12448
GO:0015696,ammonium transport,3,2,0.66,0.12448
GO:0015783,GDP-fucose transmembrane transport,3,2,0.66,0.12448
GO:0019367,"fatty acid elongation, saturated fatty a...",3,2,0.66,0.12448
GO:0019368,"fatty acid elongation, unsaturated fatty...",3,2,0.66,0.12448
GO:0019474,L-lysine catabolic process to acetyl-CoA,3,2,0.66,0.12448
GO:0019477,L-lysine catabolic process,3,2,0.66,0.12448
GO:0030574,collagen catabolic process,3,2,0.66,0.12448
GO:0031848,protection from non-homologous end joini...,3,2,0.66,0.12448
GO:0032104,regulation of response to extracellular ...,3,2,0.66,0.12448
GO:0032107,regulation of response to nutrient level...,3,2,0.66,0.12448
GO:0032491,detection of molecule of fungal origin,3,2,0.66,0.12448
GO:0032963,collagen metabolic process,3,2,0.66,0.12448
GO:0032988,ribonucleoprotein complex disassembly,3,2,0.66,0.12448
GO:0033512,L-lysine catabolic process to acetyl-CoA...,3,2,0.66,0.12448
GO:0034625,"fatty acid elongation, monounsaturated f...",3,2,0.66,0.12448
GO:0034626,"fatty acid elongation, polyunsaturated f...",3,2,0.66,0.12448
GO:0035308,negative regulation of protein dephospho...,3,2,0.66,0.12448
GO:0042351,'de novo' GDP-L-fucose biosynthetic proc...,3,2,0.66,0.12448
GO:0042659,regulation of cell fate specification,3,2,0.66,0.12448
